Sitename,Labcode,Longitude,Latitude,Yrs BP,STD
Enneri Tihai,Hv4803,19.33,23.67,6855,185
Enneri Togose,Gif1181,16.58,20.48,1330,100
Enneri Yebbigue,Hv2955,17.77,21.98,5730,105
Er Negf,OxA-X-2287-27,0.238,16.806,3980,31
Er Negf,OxA-X-2287-26,0.238,16.806,3782,28
Er Negf,OxA-18226,0.238,16.806,3639,32
Er Negf,OxA-18165,0.238,16.806,3841,34
Er Regaa,Hv7974,31.63,31.36,2440,100
Er Regaa,Elv7974,31.63,31.36,2440,215
Erg Chech,II1714,-7.27,22.8,6470,190
Erg Ennedi,UtC9010,25.65,17.97,5428,49
Erg Ennedi,UtC9009,25.65,17.97,6120,50
Erg Ennedi,UtC9007,25.65,17.97,5758,48
Erg Ennedi,UtC9006,25.65,17.97,5753,46
Erg Ennedi,UtC9005,25.65,17.97,5840,60
Erg Ennedi,KN5315,25.65,17.97,4710,85
Erg Ennedi,KN5314,25.65,17.97,5100,120
Erg Ennedi,KN5221,25.65,17.97,5885,55
Erg Ennedi,KIA12421,25.65,17.97,4875,30
Erg Ennedi,KIA12420,25.65,17.97,5080,30
Erg Jmeya MK36,PA1065,-4.77,20.67,3795,200
Erg libyen (Willmannscp),KN3197b,25.66,25.08,6060,65
Erg libyen (Willmannscp),KN3018,25.66,25.08,5270,60
Erg Tihodaene,Ly2483,6.83,25.32,6010,160
Erip,I5351,9.25,18.38,5010,110
Esh Shaheinab,T3699,32.55,16.03,5550,90
Esh Shaheinab,T3223,32.55,16.03,5360,80
Esh Shaheinab,T3222,32.55,16.03,5260,80
Esh Shaheinab,C754,32.55,16.03,5445,380
Esh Shaheinab,C753,32.55,16.03,5060,440
Esh Shaheinab,x13223,32.55,16.03,5360,80
Esh Shaheinab,x317,32.55,16.03,5500,100
Esh Shaheinab,x316,32.55,16.03,5300,100
Esna,I3428,32.48,25.37,10400,100
Est Koro Toro,Ny68,19.02,15.28,5260,410
Est Tibesti,Gif83a,19.5,21.08,6300,320
Fachi,Gif285,11.62,18.12,8500,350
Fachi 30km WSW,Gif76,11.3,18.1,3350,200
FanfangnikeniI 114,Pa269,-9.23,13.75,2680,120
Farafra,SMU654,25.92,27.22,7310,60
Fayalargeau,Hv5653,18.5,18.17,5050,170
Fayum,I4130,30.5,29.5,7500,100
Fayum,I4129,30.5,29.5,7140,100
Fayum,I4128,30.5,29.5,8100,100
Fayum,I4126,30.5,29.5,8070,100
Fayum,Gd709,30.5,29.5,8835,890
Fayum,BM530,30.5,29.5,5388,45
Fayum,B1n2336,30.5,29.5,7440,60
Fayum A80,Gd976,30.5,29.33,4820,100
Fayum A80,Gd916,30.5,29.33,5080,110
Fayum A80,Gd915,30.5,29.33,5160,120
Fayum A80,Gd1496,30.5,29.33,5000,60
Fayum FS2,Beta4872,30.5,29.33,7720,70
Fayum FS2,Beta4871,30.5,29.33,8220,105
Fayum FS2,Beta4180,30.5,29.33,7600,70
Fayum kom W,I4127,30.5,29.5,5810,100
Fayum Pit 13,C457,30.5,29.5,6095,250
Fayum pit 59,C550/1,30.5,29.5,6391,180
Fayum site R,I4131,30.5,29.5,5860,100
Fayum west FS3,Beta4182,30.5,29.33,4960,160
Fezzan,BONN145,13.28,26.5,1950,60
Fezzan sud,H2937-24,13.28,26.5,9340,85
Foum el Alba,UQ367,-3.83,20.58,7050,80
Foum el Alba,Gif5815,-3.83,20.58,4040,110
Foum el Alba,Gif5811,-3.83,20.58,7450,130
Foum el Alba,Gif5810,-3.83,20.58,6990,130
Foum el Aribi,I1780,-1.97,29.98,5290,140
Foum el Aribi,I1644,-1.97,29.98,4170,160
Foum Seiada,T427,-2.1,30.13,4870,100
Foum Seiada,Gif366,-2.1,30.13,4930,250
Foum Seiada,Gif210,-2.1,30.13,5610,300
Foum Tatahouine,Hv5404,10.44,32.93,8310,120
Foum Tatahouine,Hv5401,10.44,32.93,8975,215
Foum Tizigui,Ly4243,-13.75,19.75,2970,130
Fozzigiaren,65Pi,10.42,24.83,8070,100
Fozzigiaren,x66,10.42,24.83,7900,100
Gabrong,Hv3715,17.12,21.5,8560,120
Gabrong,Hv3709,17.12,21.5,6130,90
Gabrong,Hv2748,17.12,21.5,8065,100
Gabrong,Hv2198,17.12,21.5,1440,150
Gabu,Gado93d,0.74,14.81,1170,100
Gabu,Gado93c,0.74,14.81,1375,65
Gadio Gudio,Pa434,-5.05,14.86,3980,60
Gara,SMU300,26.5,29.67,8219,72
Gara Driss,UW388,5.27,32,5190,70
Gara Khanfoussa,Ly3573,6.75,27.45,8350,250
Gara Khanfoussa,Ly3572,6.75,27.45,5520,120
Gara Khanfoussa,Ly3571,6.75,27.45,6680,190
Gara Khanfoussa,Ly3570,6.75,27.45,5600,120
Gara Tchia Bo,UPS2584,11.43,16.53,4100,90
Gara Tchia Bo,Pa0811,11.43,16.53,3265,100
Gara Tchia Bo,Pa0810,11.43,16.53,3260,100
Gara Tchia Bo,Pa0812,11.43,16.53,4445,80
Gara Tchia Bo,201Orsay,11.43,16.53,3695,80
Garet Small,Gif5947,7.84,35.68,3280,70
Garet Small,Gif5946,7.84,35.68,4240,70
Gawane,200ParisVI,5.92,16.4,4100,70
Gedida,Pa550,-7.34,16.77,5145,30
Germa,Hv4805,13.08,26.58,2700,110
Ghadames,Gif4651,9.5,30.17,3510,70
Ghadames,Gif4648,9.5,30.17,9350,110
Ghadames,Gif4582,9.5,30.17,4870,80
Ghadames,Gif4581,9.5,30.17,2600,70
Ghadames,Gif4580,9.5,30.17,4000,50
Ghadames,Gif4579,9.5,30.17,3740,50
Ghadames,Gif4578,9.5,30.17,4920,80
Ghar Cahal,OxA11323,-5.42,35.86,11125,65
Ghar Cahal,OxA11322,-5.42,35.86,11180,65
Ghar Cahal,OxA11321,-5.42,35.86,9470,55
Gilf Kebir,SMU273a,26.15,23.18,6280,90
Gilf Kebir,KN3965,26.15,23.18,6270,100
Gilf Kebir,KN3792,26.15,23.18,5560,65
Gilf Kebir,KN3591a,26.15,23.18,5090,60
Gilf Kebir,Hv13749,26.15,23.18,7435,80
Gilf Kebir Amaldune,x55,26.15,23.18,9155,65
Glass Area,UtC8452,25.87,25.23,6409,43
Glass Area,UtC8451,25.87,25.23,5983,49
Glass Area,UtC8216,25.87,25.23,6000,36
Glass Area,UtC8193,25.87,25.23,6134,38
Glass Area,KN4028,25.87,25.23,6470,70
Glass Area,KN4027,25.87,25.23,7690,70
Glass Area,KN4026,25.87,25.23,6480,80
Glass Area,KN3879,25.87,25.23,7440,320
Glass Area,KN3878,25.87,25.23,6950,180
Glass Area,KN3396,25.87,25.23,7210,250
Glass Area,KN3359,25.87,25.23,8200,300
Glass Area,KN3197,25.87,25.23,6410,65
Gobe 5,Gif354,21.62,17.32,5000,150
Gobero,UCIAMS35946,9.496,16.92,5040,15
Gobero,UCIAMS35945,9.496,16.92,5005,15
Gobero,UCIAMS35944,9.496,16.92,5065,20
Gobero,UCIAMS35943,9.496,16.92,4940,20
Gobero,UCIAMS35942,9.496,16.92,4955,20
Gobero,UCIAMS35941,9.496,16.92,5535,20
Gobero,UCIAMS35940,9.496,16.92,5665,20
Gobero,UCIAMS35939,9.496,16.92,4420,20
Gobero,UCIAMS35938,9.496,16.92,4395,20
Gobero,UCIAMS35937,9.496,16.92,6650,20
Gobero,UCIAMS35601,9.496,16.92,2205,25
Gobero,UCIAMS35600,9.496,16.92,2345,25
Gobero,UCIAMS35599,9.496,16.92,4445,25
Gobero,UCIAMS35598,9.496,16.92,4445,25
Gobero,UCIAMS35597,9.496,16.92,5745,30
Gobero,UCIAMS35596,9.496,16.92,5505,25
Gobero,UCIAMS34745,9.496,16.92,3555,25
Gobero,P612,9.496,16.92,5020,40
Gobero,P-698,9.496,16.92,8820,40
Gobero,P-695,9.496,16.92,7850,50
Gobero,P-694,9.496,16.92,7690,50
Gobero,P-693,9.496,16.92,5130,50
Gobero,P-692,9.496,16.92,5500,40
Gobero,P-691,9.496,16.92,7210,40
Gobero,P-690,9.496,16.92,4050,40
Gobero,P-688,9.496,16.92,7720,40
Gobero,P-687,9.496,16.92,7810,40
Gobero,P-686,9.496,16.92,3910,40
Gobero,P-685,9.496,16.92,4130,40
Gobero,P-683,9.496,16.92,7480,40
Gobero,P-682,9.496,16.92,7700,40
Gobero,P-634,9.496,16.92,5570,40
Gobero,P-633,9.496,16.92,5140,40
Gobero,P-616,9.496,16.92,2240,40
Gobero,P-615,9.496,16.92,3640,40
Gobero,P-613,9.496,16.92,4950,40
Gobero,P-611,9.496,16.92,5170,40
Gobero,P-608,9.496,16.92,4930,40
Gobero,P-607,9.496,16.92,4990,40
Gobero,P-595,9.496,16.92,7390,40
Gobero,P-594,9.496,16.92,4090,40
Gobero,P-593,9.496,16.92,8150,40
Gobero,P-592,9.496,16.92,4250,40
Gobero,P-590,9.496,16.92,8620,40
Gobero,P-589,9.496,16.92,4380,40
Gobero,P-588,9.496,16.92,4370,40
Gobero,P-587,9.496,16.92,8640,40
Gobero,P-586,9.496,16.92,4990,40
Gobero,P-585,9.496,16.92,4860,40
Gobero,P-583,9.496,16.92,8470,40
Gobero,P-582,9.496,16.92,8420,40
Gobero,P-581,9.496,16.92,5620,40
Gobero,P-549,9.496,16.92,4210,40
Gobero,P-548,9.496,16.92,4360,40
Gobero,P-547,9.496,16.92,4590,40
Gobero,P-546,9.496,16.92,8220,40
Gobero,P-545,9.496,16.92,4710,40
Gobero,P-544,9.496,16.92,8330,40
Gobero,P-543,9.496,16.92,4690,40
Gobero,P-542,9.496,16.92,8570,40
Gobero,P-541,9.496,16.92,5940,40
Gobero,P-540,9.496,16.92,4910,40
Gobero,P-539,9.496,16.92,8060,40
Gobero,P-538,9.496,16.92,6170,40
Gobero,P-537,9.496,16.92,4530,40
Gobero,P-536,9.496,16.92,2010,40
Gobero,P-535,9.496,16.92,7570,40
Gobero,P-534,9.496,16.92,5130,40
Gobero,P-532,9.496,16.92,4600,40
Gobero,P-531,9.496,16.92,5090,40
Gobero,P-530,9.496,16.92,5030,40
Gobero,P-529,9.496,16.92,5240,40
Gobero,ISGS-b,9.496,16.92,6250,180
Gobero,ISGS-a,9.496,16.92,5120,30
Gobero,CEDAD-a,9.496,16.92,5348,55
Gobero,CEDAD,9.496,16.92,4562,35
Goroubanda,NIA115,2.23,13.48,1755,90
Gossololom,Quechon83,11.25,15.96,3210,120
Goud Anagoum,Gif2503,-16.05,19.53,4560,110
Goungou A2,GX1421,-9.26,18.35,3465,160
Goungou A2,x13561,-9.26,18.35,3350,110
Goungou A5,GX1323,-9.22,18.35,3205,95
Goungou B2,I3563,-9.2,18.35,2950,100
Goungou B3,GX1889,-9.25,18.35,3425,130
Goungou B4,I3562,-9.21,18.35,3190,110
Goz Kerki,Gif4200,18.67,15.59,1250,90
Graref Agourega,Gif2500c,-16.17,19.83,4260,110
Graref Agourega,Gif2500b,-16.17,19.83,4550,110
Graref Agourega,Gif2500a,-16.17,19.83,4490,110
Graret Abdallah (12),Gif8477,10.03,31.77,5640,100
Great Sand Sea,KN3856,25.62,25.12,6150,50
Great Sand Sea,KN3855,25.62,25.12,5370,65
Great Sand Sea,KN3668,25.62,25.12,3980,90
Great Sand Sea,KN3395b,25.62,25.12,8490,100
Great Sand Sea,KN3395,25.62,25.12,8200,100
Great Sand Sea,KN3188a,25.62,25.12,6180,65
Great Sand Sea,KN3186,25.62,25.12,8650,80
Great Sand Sea,KN3142a,25.62,25.12,6070,60
Great Sand Sea,KN3141a,25.62,25.12,6160,65
Great Sand Sea,KN3102,25.62,25.12,8860,100
Great Sand Sea,A2517a,25.62,25.12,6600,320
Great Sand Sea,A2517,25.62,25.12,4780,50
Grotte des Contrebandiers,Gif2583,-6.74,34.13,12170,160
Grotte des Contrebandiers,Gif2580,-6.74,34.13,12320,600
Grotte des Contrebandiers,Gif2579,-6.74,34.13,14460,200
Grotte des Contrebandiers,Gif2577,-6.74,34.13,12500,170
GuedmenIfernane,Gif6890,-15.47,18.83,3980,70
Guelb Zerga,Gif7117,-12.62,20.28,7200,90
Guentis,ALG29,7.3,30,7200,100
Guern Ech Cheik,Gif8402,2.5,30.17,5180,70
Guern Ech Cheikh,Gif8403,2.5,30.17,8940,70
Guli,SUA211,32.58,16.02,5480,90
Guyadeque,Gro1189,-15.5,28,1410,60
Hadj Bou Haous,Mc713,3.02,32.36,6200,100
Hajra 3,KIA39295,-8.3,31.8,7840,40
Halfa Degheim,WSU142,31.34,21.9,9975,280
Halfa Degheim,U835,31.34,21.9,4555,75
Halfa Degheim,U819,31.34,21.9,4655,80
Halfa Degheim,U818,31.34,21.9,3880,440
Hambarketolo,RL1580,-4.54,13.89,1750,100
Hambarketolo,RL1577,-4.54,13.89,1220,130
Hassee Gaboun,I3954,-15.67,18.3,6150,110
Hassi Chaambi VI,ALG58,5.3,30.87,5170,135
Hassi Chambi III,ALG43,5.3,30.87,6460,180
Hassi Cheikh A,27Orsay,1.67,31.33,4890,90
Hassi Cheikh A,26Orsay,1.67,31.33,4460,200
Hassi Cheikh A,25Orsay,1.67,31.33,3230,200
Hassi Cheikh B,24Orsay,1.67,31.33,3220,200
Hassi Cheikh C,Gif6657,1.67,31.33,3330,70
Hassi Cheikh C,23Orsay,1.67,31.33,3380,150
Hassi Cheikh D,28Orsay,1.67,31.33,3080,255
Hassi Cheikh E,21Orsay,1.67,31.33,4880,800
Hassi Cheikh E,20Orsay,1.67,31.33,4800,360
Hassi Cheikh E,19Orsay,1.67,31.33,4355,310
Hassi el Abiod,UQ368,-3.93,19.12,8450,60
Hassi el Abiod,Gif6462,-3.93,19.12,5920,100
Hassi el Abiod,Gif5495,-3.93,19.12,6970,130
Hassi el Abiod MK40,PA1058,-3.92,19.17,6795,200
Hassi el Abiod MN10,PA1024,-3.95,19.08,4885,200
Hassi el Abiod MN27,PA1066,-3.92,19.1,6235,300
Hassi el Mejna,18Orsay,2.17,31.5,9300,400
Hassi el Mejna,17Orsay,2.17,31.5,8270,250
Hassi el Mejna,16Orsay,2.17,31.5,7240,300
Hassi el Mejna,15Orsay,2.17,31.5,6200,150
Hassi el Mejna,14Orsay,2.17,31.5,4890,190
Hassi el Mejna,13Orsay,2.17,31.5,4480,220
Hassi el Mejna,12Orsay,2.17,31.5,4000,250
Hassi el Mejna,11Orsay,2.17,31.5,2810,60
Hassi Manda,T659,-3.38,29.75,6310,70
Hassi Manda,Gif365,-3.38,29.75,6330,300
Hassi Maroket,Ly3578,2.95,30.17,6980,160
Hassi Menikel,Gif3408,3,34,5810,150
Hassi Messaoud ONM17,Gif733,5.85,32,5490,150
Hassi Messaoud X5,Gif732,5.85,32,6100,160
Hassi Messaoud XO,Gif731,5.83,32,5930,150
Hassi Mouillah,Mc150,5.12,32.13,8600,150
Hassi Mouillah,Ly2198,5.12,32.13,5660,210
Hassi Mouillah,Gif438,5.12,32.13,5280,250
Hassi Mouillah,Gif1195,5.12,32.13,7650,100
Hassi Mouillah,Bor114b,5.12,32.13,5830,410
Hassi Mouillah,Bor114a,5.12,32.13,5700,400
Hassi Mouillah,Bor114,5.12,32.13,6270,540
Hassi Mouillah,Bor112b,5.12,32.13,5970,420
Hassi Mouillah,Bor112a,5.12,32.13,6330,445
Hassi Mouillah,Bor112,5.12,32.13,6570,560
Hassi Mouillah,Bor110,5.12,32.13,7890,680
Hassi Ouenzga,UtC6187,-3.23,34.7,6540,50
Hassi Ouenzga,UtC6186,-3.23,34.7,6378,44
Hassi Ouenzga,UtC6185,-3.23,34.7,6230,70
Hassi Ouenzga,KIA437,-3.23,34.7,6240,40
Hassi Ouenzga,KIA436,-3.23,34.7,6270,40
Hassi Ouenzga,KIA434,-3.23,34.7,6710,50
Hassi Ouenzga,KIA4337,-3.23,34.7,7930,50
Hassi Ouenzga,Bln4957,-3.23,34.7,6611,40
Hassi Ouenzga,Bln4956,-3.23,34.7,6035,47
Hassi Ouenzga,Bln4913,-3.23,34.7,6683,48
Hassi Ouenzga openair,Erl9993,-3.235,34.8,9350,65
Hassi Ouenzga openair,Erl9992,-3.235,34.8,10643,73
Hassi Ouenzga openair,Erl9991,-3.235,34.8,10130,68
Hassi Ouenzga openair,Erl9990,-3.235,34.8,12424,87
Hassi Ouenzga openair,Bln4756,-3.235,34.8,10570,177
Hassi Zgilma,Gif215,-2.48,30.22,2750,150
Hassi Zgilma,Gif214,-2.48,30.22,7725,350
Hassi Zgilma,Gif213,-2.48,30.22,9030,400
Hatia,Gif4576,13.5,27.5,5500,60
Hatiet Um El Hiyus,WSU1697,25.83,29.42,7980,160
Hatiet Um El Hiyus,WSU1674,25.83,29.42,8570,110
Hatiet Um El Hiyus,SMU281,25.83,29.42,8119,64
Haua Fteah,W98,22.05,32.9,6800,350
Haua Fteah,W89,22.05,32.9,7300,300
Haua Fteah,W104,22.05,32.9,10600,300
Haua Fteah,NPL42,22.05,32.9,6370,103
Haua Fteah,NPL41,22.05,32.9,4860,97
Haua Fteah,NPL40,22.05,32.9,5800,108
Haua Fteah,GrN3541,22.05,32.9,7000,110
Haua Fteah,GrN3167,22.05,32.9,8400,150
Helgeda,Hv9424,17.12,21.5,4325,500
Hemama,Sa217,-2.1,30.12,6160,320
Hemamieh,WSU1728,31.25,26.83,5290,130
Hemamieh,GrN223,31.25,26.83,5110,160
Hierakonpolis,WSU1729,32.8,25.12,4830,120
Hierakonpolis,WISI182,32.8,25.12,4680,80
Hierakonpolis,WIS1184,32.8,25.12,4670,80
Hierakonpolis,WIS1183,32.8,25.12,4800,75
Hierakonpolis,WIS1182,32.8,25.12,4680,80
Hierakonpolis,WIS1181,32.8,25.12,4570,80
Hierakonpolis,WIS1180,32.8,25.12,4300,80
Hierakonpolis,WIS1169,32.8,25.12,4760,80
Hierakonpolis,WIS1168,32.8,25.12,4710,80
Hierakonpolis,WIS1153,32.8,25.12,4815,75
Hierakonpolis,WIS1152,32.8,25.12,4900,65
Hierakonpolis,WIS1151,32.8,25.12,4740,75
Hierakonpolis,W4353,32.8,25.12,4710,90
Hierakonpolis,W1S1168,32.8,25.12,4710,80
Hierakonpolis,BM1127b,32.8,25.12,5000,90
Hierakonpolis,Bet18041,32.8,25.12,5680,200
Hierakonpolis,Bet16154,32.8,25.12,4770,70
Hierakonpolis,Bet16152,32.8,25.12,4890,90
Hierakonpolis,Bet16151,32.8,25.12,4580,70
Hierakonpolis,Bet16150,32.8,25.12,4820,330
HierakonpolisII,UW105,32.8,25.12,4717,94
Hirafok,Gif325,5.67,23.65,8380,300
Ibouarfatsene,Rabet138,-2.44,35.13,5146,143
Ichourad,UQ275,-1.17,20.5,8440,320
Ichourad,82UQ,-1.17,20.5,6165,130
Ideles,Mc486,5.92,23.87,5300,110
Ideles I,Mc485,5.92,23.87,6050,100
Idjabarene,SacA18171,9.71,24.42,5270,35
Idjabarene,SacA18170,9.71,24.42,5375,40
Idjabarene,SacA18168,9.71,24.42,5405,40
Ifanghalene,Gif2938,7.33,18.75,3410,100
Ifri Armas,Erl12421,-3.6,35.22,11769,69
Ifri Armas,Erl12417,-3.6,35.22,11712,70
Ifri el Baroud,KIA510,-3.41,34.75,8290,40
Ifri el Baroud,Bln4934,-3.41,34.75,12309,58
Ifri el Baroud,Bln4933,-3.41,34.75,11946,52
Ifri el Baroud,Bln4932,-3.41,34.75,12607,75
Ifri el Baroud,Bln4931,-3.41,34.75,12083,61
Ifri el Baroud,Bln4930,-3.41,34.75,12841,80
Ifri el Baroud,Bln4929,-3.41,34.75,12172,61
Ifri el Baroud,Bln4928,-3.41,34.75,11926,68
Ifri el Baroud,Bln4927,-3.41,34.75,12294,49
Ifri el Baroud,Bln4926,-3.41,34.75,11027,49
Ifri el Baroud,Bln4911,-3.41,34.75,16485,68
Ifri el Baroud,Bln4873,-3.41,34.75,12932,78
Ifri el Baroud,Bln4872,-3.41,34.75,8556,52
Ifri el Baroud,Bln4871,-3.41,34.75,11639,58
Ifri el Baroud,Bln4755,-3.41,34.75,9677,60
Ifri el Baroud,Bln4754,-3.41,34.75,11895,64
Ifri el Baroud,Bln4753,-3.41,34.75,12198,65
Ifri el Baroud,Bln4752,-3.41,34.75,12128,70
Ifri el Baroud,Bln4751,-3.41,34.75,14299,72
Ifri el Baroud,Bln4750,-3.41,34.75,11508,60
Ifri el Baroud,Bln4749,-3.41,34.75,12253,67
Ifri el Baroud,Bln4748,-3.41,34.75,12574,65
Ifri el Baroud,Bln4747,-3.41,34.75,12481,57
Ifri el Baroud,Bln4746,-3.41,34.75,12626,59
Ifri el Baroud,Bln4745,-3.41,34.75,13359,72
Ifri el Baroud,Bln4744,-3.41,34.75,16777,83
Ifri N Ammar,UtC6183,-2.97,34.88,11610,100
Ifri N Ammar,UtC6182,-2.97,34.88,11370,70
Ifri N Ammar,UtC6181,-2.97,34.88,13880,80
Ifri N Ammar,UtC6180,-2.97,34.88,13590,70
Ifri N Ammar,UtC6179,-2.97,34.88,11760,60
Ifri N Ammar,UtC6178,-2.97,34.88,12640,90
Ifri N Ammar,UtC6177,-2.97,34.88,12480,80
Ifri N Ammar,UtC6176,-2.97,34.88,12430,70
Ifri N Ammar,UtC6175,-2.97,34.88,11670,60
Ifri N Ammar,Erl4407,-2.97,34.88,12384,100
Ifri N Ammar,Erl4406,-2.97,34.88,11949,105
Ifri N Ammar,Erl4401,-2.97,34.88,12290,133
Ifri N Ammar,Erl4400,-2.97,34.88,11853,105
Ifri N Ammar,Erl4399,-2.97,34.88,11009,144
Ifri N Ammar,Erl4398,-2.97,34.88,11526,110
Ifri N Ammar,Erl4397,-2.97,34.88,12374,108
Ifri N Ammar,Erl4396,-2.97,34.88,11519,105
Ifri N Ammar,Erl4395,-2.97,34.88,11595,103
Ifri N Ammar,Erl4394,-2.97,34.88,10022,80
Ifri Oudadane,Erl12419,-3.3,35.18,7451,56
Ifri Oudadane,Erl12418,-3.3,35.18,9496,183
Ifri Ouzabour,Erl9986,-3.08,35.27,7633,81
Ifri Ouzabour,Erl9985,-3.08,35.27,7666,76
Iguerou Boudar,Hv7058,-9.67,30.51,6690,150
Iheren,Gif2222,8.57,24.7,4850,110
Iherir,Gif2600,8.42,25.4,7130,170
Ijertsal,Rabet139,-2.43,35.14,2279,95
Ikarafane,Ly4649,3.6,15.33,1680,100
Ikawaten,x199,6.92,18.13,8230,100
Ikawaten site 193,Gif5186,6.92,18.13,2160,90
Ikawaten site 193,Gif5185,6.92,18.13,2090,90
Ikawaten site 193,Gif5184,6.92,18.13,1280,70
In Aridal,198ParisVI,4.35,17.72,3420,130
In Aridal,197ParisVI,4.35,17.72,4145,120
In Aridal,196ParisVI,4.35,17.72,4800,100
In Aruinat,195ParisVI,4.9,17.6,2600,80
In Chiker,Gif6463,-2.57,18.67,3940,90
In Itinen,SacA18172,10.04,24.62,6095,45
In Itinen,SacA18169,10.04,24.62,5380,40
In Itinen 8,Gif289,9.68,24.68,2250,200
In Itinen I,Gif286,9.68,24.68,4860,250
In Itinen II,Gif287,9.68,24.68,4630,250
In Kousamene,UQ333,-0.6,20.67,5590,90
In Kousamene,UQ271,-0.6,20.67,7470,130
In Kousamene,UQ270,-0.6,20.67,7830,185
In Kousamene,UQ256,-0.6,20.67,7680,130
In Kousamene,UQ252,-0.6,20.67,6720,90
In Kousamene,UQ251,-0.6,20.67,4110,90
In Kousamene,UQ173,-0.6,20.67,5020,105
In Kousamene,81UQ,-0.6,20.67,4880,110
In Kousamene,80UQ,-0.6,20.67,8990,200
In Sakane,UQ332,-0.85,20.6,8560,90
In Sakane,LGQ46,-0.85,20.6,6480,208
In Sakane,Gif5444,-0.85,20.6,6590,320
In Sakane,Gif5443,-0.85,20.6,6220,310
In Sakane,Gif5232,-0.85,20.6,6540,130
In Sakane,Gif5228,-0.85,20.6,6340,130
In Sakane,Gif5227,-0.85,20.6,3750,100
In Sakane,Gif5226b,-0.85,20.6,7550,70
In Sakane,Gif5226,-0.85,20.6,7790,70
In Sakane,Gif5215,-0.85,20.6,6130,130
In Sakane,79UQ,-0.85,20.6,4400,105
In Sakane,78UQ,-0.85,20.6,4710,110
In Sakane,77UQ,-0.85,20.6,5370,100
In Sakane,76UQ,-0.85,20.6,5820,150
In Sakane,75UQ,-0.85,20.6,6000,110
In Sakane,74UQ,-0.85,20.6,6010,120
In Sakane,73UQ,-0.85,20.6,6760,130
In Sakane,72UQ,-0.85,20.6,7235,135
In Sakane,71UQ,-0.85,20.6,7535,135
In Sakane,70UQ,-0.85,20.6,7930,145
In Sakane,69UQ,-0.85,20.6,8100,140
In Sakane AZ19,Gif5439,-0.85,20.6,4470,110
In Sakane AZ20,Gif5440,-0.85,20.6,2850,100
In Sakane AZ21,Gif5442,-0.85,20.6,3990,130
In Sakane AZ21,Gif5441,-0.85,20.6,3600,180
In Sakane AZ41,Gif5445,-0.85,20.6,3680,100
In Sakane AZ56,Gif5469,-0.85,20.6,4520,110
In Taylalen II,Gif4171,7.03,16.67,2010,90
In Taylalen II,Gif4170,7.03,16.67,2210,90
In Teduq,Pa0299,5.58,17.17,3485,165
In Teduq,Pa0261,5.58,17.17,1710,100
In Teduq,Pa0231,5.58,17.17,2810,80
In Teduq,x194,5.58,17.17,2520,150
In Tekebrine,Pa1100,4.9,17.6,5095,200
In Tekebrine,Pa0507,4.9,17.6,3825,100
In Tekebrine,Pa0471,4.9,17.6,3530,120
In Tekebrine,x193,4.9,17.6,3700,150
In Todok 12,x192,5.5,17.22,1710,100
In Todok 13,x191,5.5,17.22,2810,80
In Tuduf,Pa1080,6.44,17.55,3640,150
In Tuduf,Pa1062,6.44,17.55,3540,140
In Tuduf,Pa1048,6.44,17.55,3740,200
In Tuduf,Pa0623,6.44,17.55,3415,200
In Tuduf,Pa0459,6.44,17.55,4280,120
In Tuduf,Pa0442,6.44,17.55,4425,70
Iouik,Ly442,-16.23,19.87,5180,150
Iouik,Ly343,-16.23,19.87,3990,120
Irhrain Ouamda,Hv7061,-9.82,30.7,1995,135
Islang,x13880,32.53,15.88,5870,110
Islas Chafarinas,KIA36743,-2.43,35.19,5450,27
Islas Chafarinas,KIA36742,-2.43,35.19,5584,26
Islas Chafarinas,KIA20053,-2.43,35.19,5280,30
Islas Chafarinas,KIA17373,-2.43,35.19,5600,30
Iwelen,Pa888,8.43,19.77,2590,150
Iwelen,Pa886,8.43,19.77,2480,110
Iwelen,Pa885,8.43,19.77,2410,130
Iwelen,Pa884,8.43,19.77,2600,100
Iwelen,Pa864,8.43,19.77,4110,150
Iwelen,Pa861,8.43,19.77,2485,200
Iwelen,Pa860,8.43,19.77,2980,400
Iwelen,Pa847,8.43,19.77,2395,120
Iwelen,Pa841,8.43,19.77,4660,240
Iwelen,Pa839,8.43,19.77,2735,120
Iwelen,Pa838,8.43,19.77,4290,250
Iwelen,Pa837,8.43,19.77,5020,250
Iwelen,Pa766,8.43,19.77,1175,80
Iwelen,Pa765,8.43,19.77,1160,90
Iwelen,Pa715,8.43,19.77,4015,140
Iwelen,Pa694,8.43,19.77,4020,150
Iwelen,Pa645,8.43,19.77,2540,100
Iwelen,Pa635,8.43,19.77,2415,110
Iwelen,Pa634,8.43,19.77,2305,110
Iwelen,Pa630,8.43,19.77,2585,110
Iwelen,Pa580,8.43,19.77,2710,140
Iwelen,Pa525,8.43,19.77,2675,200
Iwelen,Pa508,8.43,19.77,3425,120
Iwelen,Pa503,8.43,19.77,4835,250
Iwelen,Pa496,8.43,19.77,2520,80
Iwelen,Pa319,8.43,19.77,2930,100
Iwelen,Pa234,8.43,19.77,3595,100
Iwelen,Pa133,8.43,19.77,3410,200
Iwelen,Pa121,8.43,19.77,2925,120
Iwelen,Pa117,8.43,19.77,2935,70
Iwelen,Pa116,8.43,19.77,2410,80
Iwelen,Hv1356,8.43,19.77,2635,60
Iwelen,Hv13255,8.43,19.77,2810,65
